Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
68.59,1308.1,54.8,16.3,Highway,316.72
84,2845.5,36.3,,Highway,80.4
19.28,691.5,45.5,29.6,Highway,107.7
8.67,2903.1,32.5,39,Highway,-2.24
88.49,1114.3,58,33.8,Highway,467.99
34.92,522.7,45.5,18.1,Urban,120.8
17.25,1584.5,21,41.6,Urban,5.51
49.5,1397.4,21.7,42.5,Rural,41.82
61.84,1847.7,48.3,24.7,Rural,157.11
7.94,2491.9,31,33.5,Highway,19.03
31.12,2606.1,55.1,29.8,Urban,26.95
8.12,1503.1,44.5,43.3,Urban,10.09
44.93,1574.6,59.3,30.3,Urban,113.65
90.03,870.4,,43.8,Urban,368.63
98.35,618.9,51.7,21,Urban,341.1
65.52,2103,67.2,25.4,Urban,138.33
20.36,661.1,65.2,38.4,Urban,77.18
91.06,2334.6,75.3,38.5,Highway,285.3
54.04,1847.7,32.8,37,Rural,97.07
19.61,996.5,69.6,40.8,Urban,72.59
92.56,1848.8,74.3,36.1,Urban,240.66
76.96,957.5,43.6,34.1,Rural,251.18
74.51,1596.8,38.8,28.8,Rural,183.57
72.37,2498.9,,29,Urban,129.82
24.03,1654.8,57.7,27.2,Urban,51.62
,871.7,42.8,33.6,Urban,65.21
70.39,2309.6,67.5,27.2,Urban,130.39
25.87,966.9,38.3,,Urban,64.01
46.67,2346.4,30.6,18.2,Urban,42.02
79.29,1698.4,52.6,42.7,Highway,246.19
79.48,1634.4,54,,Urban,199.41
48.06,2628.6,69.5,18.2,Highway,111.8
80.26,2271.5,47.4,28.4,Urban,86.23
84.67,582.3,68.9,22.9,Highway,698.13
67.2,1240.4,38.7,27.2,Highway,213.48
26.7,2677.3,54.5,18.5,Highway,57.04
31.03,545.8,32.5,18.9,Urban,70.51
34.91,1863.1,43.1,39,Urban,51.49
16.1,2319.6,71.5,,Urban,28.78
30.95,2054.6,,18.1,Highway,62.28
24.9,2401.3,,35,Urban,36.57
48.26,2314.2,37,33.3,Highway,79.95
91.3,2230.1,22.1,36.4,Urban,57.09
14.93,2553.8,,29.2,Urban,-20.66
73.43,2114.2,64.8,23.1,Highway,274.62
70.29,1506,35.7,34.9,Urban,119.49
14.1,1679.8,59.2,26.1,Urban,41.24
92.64,2291.8,62,21.6,Highway,282.28
59,2690.8,40.7,27.3,Highway,94.22
39.55,1180.5,48.5,37.9,Urban,95.59
,1355.2,44.2,29.3,Urban,173.4
29.45,2826.8,76.8,24,Highway,55.44
70.88,1946.3,39.2,40,Rural,102.33
8.77,947.4,31,41.4,Urban,18.23
84.74,2159.2,41.9,28,Highway,186.12
47.58,2976.9,60.2,26.2,Rural,29.25
65.49,2558.6,,33.4,Urban,85.65
26.02,2364.4,,16.7,Urban,49.19
69.32,1020.1,72.9,35.7,Highway,463.14
78.36,2690.3,37.3,38.5,Urban,51.68
49.96,1814.5,47.3,26.9,Urban,81.22
63.68,2723.2,64.8,20.2,Urban,85.36
48.35,1324.6,75,15.9,Urban,182.75
89.94,655.1,40.2,34.1,Urban,245.33
52.3,1689.9,46.7,23.1,Highway,174.31
84.97,1174.6,74,28.9,Rural,471.83
81.13,2288.1,41.5,26.6,Urban,80.84
44,2892.8,48.8,20.2,Urban,21.85
26.86,2227.4,74.3,30.3,Highway,85.64
43.58,2717.3,,28.8,Highway,94.86
83.49,1632.6,34.6,33.7,Highway,193.32
26.63,2429.1,39.5,22.6,Highway,40.59
54.82,2607.6,41.2,21.4,Rural,63.88
81.58,2277.2,74.8,39.4,Urban,154.76
38.58,1769.4,79.9,36.1,Urban,104.55
66.01,2064.7,66.4,38.2,Urban,152.13
28.33,2251.3,49.1,18.7,Urban,40.99
15.38,1132.7,20.6,21.7,Rural,39.88
,2523.9,61.8,32.3,Rural,138.83
14.4,2875.8,43.4,40.7,Rural,6.35
30.78,1663.1,58,41.8,Urban,68.23
86.24,2252.7,56.4,40,Highway,229.34
37.91,2342.6,48.8,16.3,Urban,64.5
97.44,2155.6,76.7,39.6,Rural,280.83
98.07,1867.8,21.4,42,Urban,62.93
30.49,2704.1,62.7,16.7,Urban,33.98
8.89,1622.3,44.6,27.5,Rural,35.35
71.98,652.8,62.8,31.1,Highway,504.06
47.84,2611.4,60.5,22,Rural,85.49
14.57,2185,20.6,30.5,Urban,20.39
72.21,2623.1,37.1,41.6,Rural,74.76
7.96,846.4,31.3,41,Highway,32.97
87.67,576.9,30,43.2,Highway,268.25
18.17,2835.9,63.7,29.5,Highway,44.11
17.09,869.3,,27.3,Highway,50.81
21.69,2524.1,48.5,35,Urban,45.59
96.23,2558,34.8,27.5,Urban,87.5
70.85,2271.8,54.8,16.3,Highway,179.8
81.13,828.2,63.2,36.6,Highway,515.69
42.78,2168.5,39.9,23.4,Urban,52.44
36.95,2722.7,56.2,16.5,Urban,41.67
27.28,1563.8,69.5,15.6,Highway,144.5
50.66,1533.8,25.7,42.9,Urban,61.16
57.42,1607.1,62.6,22.6,Urban,161.42
65.02,705.7,39.4,28.4,Rural,239.33
29.43,2730.1,27.4,43.5,Urban,8.23
95.12,2673,52.7,29,Urban,106.8
21.13,2994.8,33.6,17.4,Urban,8.11
96.74,1963,69.3,31.6,Urban,222.36
6.41,2378,22.6,17.6,Urban,-3.6
50.71,1006.7,25.9,17.9,Rural,109.89
36.67,2168.8,51.3,40.5,Highway,85.13
47.67,2124.3,55.3,23.7,Urban,101.62
,2753,63.8,35.4,Urban,51.08
46.38,2577,35.6,30.3,Highway,67.1
44.41,2846.2,70.5,21.7,Urban,49.01
74.61,2672.1,77.2,30.5,Rural,147.74
70.16,2671.7,49.9,17.1,Urban,54.99
84.16,659.3,65.6,25.4,Highway,652.95
28.75,2614.9,51.5,30.7,Highway,41.4
62.91,2018.7,24.2,21.9,Rural,66.48
60.59,1451.1,39.6,34.8,Urban,109.45
40.13,641.3,25.2,16.6,Highway,106.68
51.18,2194.2,79.3,29.5,Urban,136.81
34.81,1320.5,33.7,36.4,Rural,49.61
18.48,1669.4,58.2,27.9,Urban,46.01
25.31,2204.3,37.1,41.2,Urban,21.86
15.02,2779.4,59.2,34,Highway,24.21
69.89,2563.6,32.6,43.8,Urban,37.87
67.77,1626.5,67.1,23.5,Urban,220.03
95.31,1469.5,26.6,43.2,Urban,102.7
74.32,1099.4,73.7,33.2,Urban,303.1
9.94,1431.1,70.4,37.4,Rural,51.2
89,777.6,60.7,42.1,Urban,305.33
86.95,2927.8,24,31.5,Highway,33.83
47.12,1934.8,32.5,40.9,Rural,62.93
60.66,819.5,71.6,31.3,Urban,271.47
97.73,1382,,33,Urban,113.5
55.57,1867.6,29.4,28.4,Urban,57.29
91.01,1832.2,52.6,,Rural,250.55
12.89,588.8,36.5,31.6,Rural,62.76
23.15,2877.1,33.3,44.3,Urban,13.4
46.87,1188.4,54.5,38.6,Urban,129.12
60.55,540.5,42.4,37.4,Rural,238.77
82.54,691.1,28.4,34.3,Highway,254.72
98.88,1950.5,52.1,25.4,Highway,338.56
41.94,844.5,43.2,20.1,Highway,186.58
9.5,604.3,64.1,21.7,Highway,58.39
81.11,1449.1,,15.2,Rural,133.66
62.42,2056.9,57.2,35.2,Rural,172.45
23.86,779.6,46.2,39.4,Rural,100.7
52.01,1283.3,44.4,23.1,Rural,173.97
75.52,1544.4,33.9,17.8,Urban,109.29
78.19,898.7,21.8,25.1,Urban,95.23
52.46,1765.2,70.9,23.8,Rural,204.28
34,713,39.6,28.5,Urban,92.7
97.51,616.3,60.9,22.9,Highway,693.82
68.02,1799.6,,25.2,Rural,305.91
43.78,1119.7,53.9,42.2,Urban,101.38
31.64,738.4,43.8,25,Urban,94.39
74.45,1559.8,36.1,38.6,Urban,104.97
28.01,2787.9,76,33.8,Urban,44.48
,2310.5,60.9,,Highway,69.68
55.33,2539,,39.5,Urban,59.77
32.55,2679.8,45.6,32.9,Rural,45.92
64.75,2931.6,70.7,15.3,Urban,42.51
16.2,2408.1,62.8,17.1,Highway,24.76
67.22,2021,37,37.6,Urban,71.52
31.91,1413.6,56,28.4,Highway,130.24
,954.1,45.8,27.2,Urban,13.19
17.06,2216.6,20.4,,Urban,9.73
93.69,2987.4,68.5,19.7,Highway,125.75
87.4,1668.4,27.4,38.9,Rural,131.27
27.19,2309.2,50.6,39.9,Urban,27.62
78.95,1737.7,40.2,31.8,Urban,117.34
62.81,1579.8,40.5,23.9,Highway,193.31
97.24,1525.8,48.6,43,Rural,242.81
40.49,1761.6,79.8,33.7,Urban,122.09
69.74,1417.2,44.5,38.9,Urban,145.09
11.04,2371.9,30.9,15.1,Urban,-8.9
42.64,2685.7,56.8,28.5,Urban,44.18
96.56,2707.2,34.2,41.1,Urban,64.49
56.2,1069.2,26.3,25.1,Urban,100.45
32.35,2739.8,23,36.8,Urban,5.65
16.43,1353.9,21.4,34.7,Urban,39.17
71.84,1273.3,45.9,19.6,Urban,163.13
66.26,2316.9,45.6,38.2,Urban,75.29
40.52,1261.7,31.1,18.4,Urban,54.16
95.34,632.4,67,36.8,Urban,408.23
7.11,1434,27.8,,Urban,36.21
33.85,2303.7,74.9,43.7,Urban,80.08
92.5,1317.4,55.3,39,Rural,328.51
35.49,2073.9,21.7,31,Urban,19.73
28.96,2150.3,77.8,35.2,Highway,112.1
55.75,2334.3,38.5,36.8,Urban,66.33
83.26,2742.8,,15.3,Urban,74.39
14.8,1581.4,37.1,18.1,Highway,41.69
94.59,916.1,63.7,32.9,Urban,359.9
80.53,1297.3,49.1,15.2,Urban,206.96
22.22,1580.4,27.9,42.3,Urban,37.64
72.64,2284.7,26.3,29.7,Urban,40.31
41.57,532.8,63.5,22.7,Urban,193.58
43.22,1289.5,34.2,26.8,Highway,139.47
79.41,2449.6,28.3,40.5,Urban,44.55
96.46,2177.1,50,42.8,Rural,187.61
17.03,2329.3,68.2,18.5,Urban,28.9
44.96,2529.5,36.7,38.3,Urban,47.78
50.69,2458.1,36.6,32.3,Rural,56.05
40.75,2205.5,70,32.6,Urban,87.89
39.5,1599.2,28.9,38.4,Rural,65.01
9.97,2959,57,21.7,Urban,24.06
70.13,1922.7,77.3,30.9,Urban,208.56
46.44,1006.9,70.5,24.6,Urban,198.67
23.51,1232,23.7,17.8,Urban,26.6
82.52,2233.9,39.2,18.2,Highway,156.28
81.24,2811.8,28.5,19.1,Urban,37.67
51.21,946.8,77,33.4,Urban,221.1
33.35,705.9,79.2,18.2,Urban,171.14
65.62,2703.8,34.1,32.1,Urban,55.06
32.37,2788.2,60.2,32.6,Rural,55.96
27.42,1190.9,70.5,42.1,Urban,76.86
74.4,1443.2,34,33.8,Highway,180.48
8.83,2150.5,31.3,44.6,Urban,1.57
14,1324.8,20.7,15.9,Urban,-3.47
5.64,2692.9,44.7,36.1,Highway,-5.1
19.53,768.9,74,15.8,Rural,122.98
11.55,595,74.2,36.9,Rural,72.73
99.6,1021.2,27.7,26.6,Highway,263.18
32.44,1215.2,32.3,33.3,Urban,66.58
19.18,782.3,44.5,24.3,Urban,53.36
27.89,664.2,66.8,19.8,Highway,203.51
93.93,2389,56.7,36.7,Urban,140.78
54.42,910.7,50.8,,Rural,201.91
39.66,2784.8,55.5,20.5,Highway,62.22
87.97,1420,25.8,42.6,Rural,124.72
42.52,2176.5,48.7,19.2,Highway,113.26
36.83,1063.5,79.5,37.1,Highway,256.96
24.69,1100.8,25.3,43.8,Urban,28.14
40.89,1936.8,51.2,19.4,Highway,116.96
35.09,1901.6,37.7,28.1,Urban,62.65
69.34,2421.8,52.4,25.1,Highway,178.59
32.51,2394.5,54.4,26.7,Highway,82.2
59.83,2176.7,54.6,37.6,Highway,152.56
11.26,1622.8,71.1,34.8,Highway,65.84
23.17,2726.6,43.4,44.1,Highway,32.1
43.7,2056.4,51,20.6,Urban,72.46
94.01,2975.5,20.7,,Rural,43.39
40.84,2548.4,67.4,28.5,Urban,58.95
68.09,610.8,35.6,42.6,Rural,179.5
29.23,1301.5,69,15.3,Urban,99.44
17.07,1929.7,35.9,44.7,Rural,36.6
10.56,2303.7,20.6,29.4,Urban,7.25
34.01,1875.8,29.3,33.8,Highway,49.78
19.98,2465.3,79.1,25.8,Urban,36.52
21.53,1206.6,39.2,40.6,Highway,80.03
77.27,959.8,26.5,31.9,Urban,123.8
6.5,634.8,27.1,34.9,Highway,18.76
57.99,1933.3,38.6,34.5,Urban,78.04
41.05,2221.5,22.3,25.9,Highway,59.12
53.12,1315.4,50.7,17.3,Urban,145.91
58.47,2034,32.8,39.2,Urban,46.3
34.77,630.4,51.2,23.7,Rural,177.47
33.04,748.2,28.4,40.5,Rural,77.89
74.67,2254.4,45.8,33.3,Highway,178.69
,1420.2,55.9,25.6,Rural,337.41
23.3,2178.3,23.7,32.8,Urban,28.18
14.27,2579.3,43.9,34.4,Urban,17.75
90.29,2631.6,38.2,36.2,Urban,55.35
38.24,930.4,,39.7,Urban,82.29
57.38,1715.7,56.3,19.8,Urban,144.71
39.16,2334.8,55.3,43.3,Highway,79.4
,2435,57.8,27.3,Urban,28.38
60.99,2461.7,29.5,40.8,Urban,60.4
54.89,1070.4,37.1,21.6,Highway,194.31
24.28,981.3,32.6,15.9,Urban,52.57
47.93,1975,,32.2,Urban,77.91
80.71,2352.7,47.7,24.7,Urban,104.39
61.09,1297.8,39.8,44.5,Rural,151.78
14.21,761.8,67.2,18.1,Urban,63.42
57.06,2291.9,25.6,16.4,Rural,51.75
71.76,1249.2,78.5,16.4,Highway,499.89
80.31,915.9,27,21.5,Urban,125.96
64.77,869.3,66.4,32.4,Urban,260.46
19.5,1287.3,42.1,30.2,Highway,76.67
72.47,1981.7,71.9,25.5,Rural,253.67
69.35,1396,24.5,17.7,Urban,87.94
7.32,551.7,42.5,22,Urban,32.99
44.12,742.3,40.1,20.5,Urban,115.34
,1226.3,79.6,37.4,Urban,138.33
68.59,2149.3,79.1,38.4,Rural,208.42
25.53,746.3,31.4,38.3,Urban,21.06
61.13,1901.6,57.8,44.1,Urban,124.28
91.75,799.7,52.1,41.5,Rural,361.92
80.79,1029,29.3,29.9,Urban,137.3
92.54,930.5,30.1,27.4,Highway,274.39
97.96,668.1,79.4,42.5,Highway,768.25
6.01,2178.3,47.2,,Urban,4.22
64.16,1658.5,27.5,23.8,Urban,85.91
44.22,2577.6,32.9,31.9,Urban,31.12
86.69,747.2,36.1,44.8,Rural,214.16
28.92,861.8,50.7,40.5,Highway,148.88
98.2,1266.1,40.1,23.4,Urban,227.18
63.3,2414.7,47.3,43.6,Highway,117.85
80.39,1264.4,30,44.4,Highway,184.22
13.13,1521,39.6,21.9,Urban,12.95
22.43,1254,24.2,41.9,Urban,34.02
,700.6,73.4,41.5,Highway,572.87
7.09,2848.6,31.9,16.2,Urban,4.52
82.6,1871.3,65.4,35.1,Rural,265.01
6.33,2469.6,41,24.2,Highway,0.03
67.43,2145.9,48.5,35.2,Urban,78.71
39.68,1785.6,37.5,42.4,Rural,66.65
63.09,724.2,61.8,30,Urban,271.86
,2106.8,70.7,27.4,Rural,241.34
37.54,888.4,37.2,42.6,Urban,74.48
15.26,1536,34.5,44.2,Highway,39.11
11.62,2072.8,60.9,16.9,Highway,26.49
60.95,2455.6,31.7,42.7,Urban,42.63
54.46,2212.6,58.4,17.5,Urban,89.44
75.51,2178.8,25.7,25.1,Highway,107.27
53.42,872.6,57.2,37.9,Highway,288.62
45.13,1365.3,50.8,38.3,Urban,103.15
42.82,607.3,26.8,36.8,Rural,107.56
7.51,2298.7,58.9,16.2,Highway,39.83
36.88,2881.5,46.8,19,Urban,23.39
97.72,1160.3,33,43.1,Highway,271.66
87.99,719.2,41.2,17.4,Urban,220.45
36.29,1688.9,,17.4,Rural,99.28
60.84,2641.7,25.5,40.1,Urban,15.3
85.49,1879.9,77.5,34.2,Urban,240.54
46.92,616.9,59.9,25.5,Urban,208.72
6.71,2935.7,26.2,20,Rural,14.33
12.08,2571.6,69.4,41.5,Urban,8.46
53.49,829,39.4,44.7,Urban,117.59
97.1,2804.5,55.8,,Urban,98.5
70.85,1626.7,36.6,,Urban,124.3
11.74,1429.7,64,22.8,Urban,40.62
22.99,1652.6,63.4,40,Highway,89.47
78.28,2586.4,53.1,25.4,Urban,87.67
84.94,2148.7,34.5,36.4,Highway,137.76
63.68,648.1,35.2,,Urban,149.59
66.22,2894,43,31.2,Highway,59.21
7.69,869.5,28.7,40.7,Urban,19.02
83.71,2363.9,40.3,29.1,Highway,155.43
79.89,2090.3,61.1,40.4,Urban,147.37
29.61,968.8,69.9,25.9,Urban,111.39
72.32,926.8,,20.2,Urban,177.44
25.41,2675.8,34,28.7,Urban,12.55
8.83,1549.2,70,30,Urban,50.3
,2136.4,73.4,29.4,Highway,83.32
21.97,1760.2,44.6,39.2,Highway,58.89
37.09,2318.4,21.6,31.9,Urban,25.86
,1698.1,61.7,41.7,Urban,93.88
53.31,1218.4,67,30.4,Highway,340.5
50.29,1408.5,21.1,21.7,Rural,91.02
30.71,2647.7,55.7,18.9,Urban,25.64
7.77,1670.1,55.3,41.1,Urban,10.57
62.48,1033.6,42.7,,Urban,172.32
42.6,2836.5,65,18.5,Urban,56.9
33.37,2491.5,45.7,16.9,Urban,31.64
87.36,639.2,60.6,27.7,Rural,495.52
,2997.4,51,31,Urban,31.88
86.49,2237.3,34.9,15.6,Urban,108.3
52.02,900.7,56.4,30.5,Rural,240.95
17.44,1092.9,64.2,26.8,Urban,72.02
71.14,2231.1,78.4,38.2,Urban,144.22
24.58,2449.4,42.8,39.9,Urban,12.15
46.92,1097.6,23.9,35.5,Urban,64.79
11.18,1142.4,79.3,29.2,Highway,102.6
83.4,1267.8,57.4,21.5,Urban,252.39
16.96,1995,76.8,,Highway,59.31
90.79,929.5,26.2,25.3,Highway,257.06
87.1,760.6,40.5,25.7,Urban,256.27
49.14,2197.2,28,42.5,Highway,55.23
75.71,2447.7,70.1,44.3,Highway,185.29
63.85,1752.3,72.8,41.9,Rural,233.4
81.29,1409.6,50.1,44.9,Urban,179.93
46.02,1580.1,31.2,41.1,Urban,54.98
79.65,1471,27.6,36.1,Rural,143.14
48.93,2900,55.3,23.8,Urban,45.39
94.39,2420.2,50.4,43.6,Urban,104.7
51.21,1020.2,61.7,41.3,Highway,282.28
48.95,1460.5,38.3,,Urban,100.56
79.58,1860,44.1,29.7,Urban,126.66
83.05,2032.5,21.3,17.1,Rural,94.53
57.68,1670.5,56.6,43.6,Highway,206.03
22.08,2525.3,45.4,32.2,Highway,51.54
49.44,2419,75.2,22.4,Urban,98.38
96.97,1762.9,,23.8,Highway,408.14
76.53,2636.1,43.9,44.4,Highway,101.46
82.06,2377.7,35.8,33.5,Urban,80.89
8.12,2446.5,74.3,27.6,Urban,30.76
49.45,2891,21,30,Highway,29.7
66.43,1166.2,39.6,18,Urban,142.46
83.85,1169.1,76.6,17.3,Urban,355.55
9.68,2722.4,59.2,32.8,Urban,14.58
85.98,2430.6,52,30.4,Urban,142.63
57.1,2816.4,,25.8,Urban,34.08
23.74,657.8,70,32,Rural,158.79
35.14,2069.4,32.3,17.2,Urban,46.25
31.78,861.6,34.9,43.3,Urban,39.27
55.43,1759.7,31.5,23.8,Urban,67.69
9.91,889.4,29.5,17.2,Urban,13.2
20.06,820.2,77.2,20.1,Urban,83.67
82.21,530.4,56.1,17.9,Urban,314.13
17.6,2075.6,58.3,20.4,Urban,21.15
27.17,1397.6,77.3,27.5,Urban,96.54
48.07,763,33.8,37.1,Urban,100.14
54.13,1307.1,20.4,23.2,Rural,98.46
77.54,922.4,55.9,28.1,Urban,257.03
47.5,2854.2,50.5,42.9,Highway,40.84
80.04,1300,48.7,,Urban,206.7
63.74,1334.9,23.7,38.8,Urban,69.01
15.74,2599.6,47.3,19.7,Highway,11.03
19.85,2119.4,37.3,20.3,Urban,17.36
46.52,2275.4,36.5,28.7,Urban,42.15
42.7,2090,33.3,22,Urban,51.8
75.64,2865.5,40,42.1,Urban,44.04
60.17,1017.5,41.2,16.5,Highway,233.1
41.87,2972.6,38.5,,Highway,28.85
21.22,2577.4,78.7,33.1,Urban,28.3
26.55,1972.4,76,17,Urban,71.41
59.67,2155.9,54.5,37,Rural,118.46
45.23,2122.1,78.9,29.1,Urban,133.36
53.92,646,79.5,36.7,Highway,435.13
21.21,1045,41.4,39.8,Rural,54.66
67.98,2903.7,46.7,24.7,Urban,55.87
85.99,1835.9,77.5,29.5,Urban,260.79
29.5,1445.9,56.5,22.8,Rural,118.33
51.69,2405.1,32.8,21,Urban,61.72
97.68,1811.3,61.4,15,Urban,236.21
36.66,532.9,32.3,43.9,Urban,59.21
61.53,2340.6,40.4,28.2,Urban,58.2
13.57,2330.5,33.7,15.4,Rural,14.24
62.57,912.9,34.7,15.3,Urban,131.24
13.52,2891.7,20.3,23.7,Urban,16.18
96.13,1059.8,72.8,,Highway,635.39
72.99,1644.4,,26.2,Urban,121.61
79.88,786.8,,16.9,Highway,206.63
71.89,2008.2,25.2,16.2,Rural,79.45
61.02,1438.6,53.4,35.1,Rural,216.24
47.74,1382.9,79.6,42.2,Urban,165.5
86.55,2567.4,28.7,27.3,Highway,95.83
95.9,523.9,26,40.1,Urban,166.62
52.41,2494.9,46.3,15.9,Urban,71.34
93.5,1928.6,53.8,38.3,Urban,170.98
60.42,2965.2,37.7,16.9,Highway,59.24
56.15,1973.6,38.2,40.2,Urban,87.69
48.18,638.4,45.5,41.5,Highway,217.15
24.88,626.6,38.8,38.6,Urban,54.28
5.35,2707.9,74.9,39.6,Rural,30.91
27.94,2603,22.5,31.8,Urban,24.35
53.42,1364.7,34.1,22.9,Rural,127.06
41.1,2045.1,68.5,34.3,Highway,161.3
47.61,1724,70,28.2,Rural,180.53
98.16,2917.9,26.7,15.2,Highway,68.43
38.28,2874.9,78.4,29.3,Highway,56.81
47.96,2959.6,61.6,34.5,Urban,46.83
17.68,2666.1,36.4,15.4,Highway,13
9.56,2773.9,47.4,33.6,Urban,-9.02
78.66,1043.2,37.8,34.6,Urban,145.08
59.21,2577.5,29,19.7,Highway,57.74
77.27,2272.1,37.5,27.9,Urban,93.48
19.24,2907,54.8,43.9,Urban,-1.22
59.32,1928.2,69.6,41.5,Urban,123.11
,712.9,41.8,27.3,Urban,77.86
26.67,1993.5,40.9,25.5,Urban,48.95
6.09,2216.5,48.1,18.7,Urban,18.13
17.38,1050.8,58.7,16.1,Urban,58.31
34.38,1485.3,65.1,23.9,Highway,195.65
16.1,1996.3,39.6,43.2,Urban,26.48
98.66,1435.3,55.2,43.8,Rural,300.18
34.32,1437.4,43.4,39.4,Rural,96.76
17.38,832.7,63,25.5,Urban,59.81
23.91,2851.9,29.9,19.3,Urban,15.79
60.83,2376.2,35.4,32.9,Urban,44.06
11.08,503.1,45.6,34.4,Rural,47.16
,2414,73.4,27.7,Highway,293.12
,2349.5,54.4,35.7,Highway,226.49
28.44,524.3,77.9,37.4,Rural,192.38
47.76,1424,26.2,38.5,Rural,77.16
7.1,2016.9,47.6,30.1,Rural,22.49
,1631.9,45.1,38.7,Highway,220.9
44.32,2445,56,15.8,Rural,85.78
30.66,1563.6,68.7,35.4,Rural,116.79
24.65,884.7,70.5,22.1,Urban,108.24
67.13,2941,60.2,23.1,Rural,64.86
44.54,1105.1,58.5,17.7,Highway,228.63
22.07,2294.2,76.9,20.8,Urban,24.69
70.47,857.9,43,44.8,Urban,155.91
58.68,1322.5,70,27.5,Highway,349.32
86.57,1605.1,75.3,42.8,Urban,254.81
16.16,980.6,49.5,19.9,Rural,58.66
79.64,1624.9,63.7,21.1,Urban,217.68
68.98,892.9,42.6,31.7,Rural,217.22
15.93,1897.5,29.5,25.5,Urban,15.24
71.01,2159.3,55.2,34.3,Urban,101.64
46.95,656.1,31.8,27.7,Rural,144.77
94.77,2677.8,47.5,39.3,Urban,81.85
18.45,962.9,72.4,27.9,Rural,107.42
66.07,1063.4,25.2,32.2,Urban,108.63
41.29,2153.4,21.8,24.6,Rural,40.34
95.9,1671.9,56.4,36.1,Urban,223.62
36.35,1748.5,39.9,34.6,Urban,64.29
96.41,820.4,45.1,26.9,Rural,375.82
90.64,2514.3,,23.3,Urban,92.15
30.69,2042.6,25.2,,Rural,34.83
81.34,838.5,20.2,43.3,Rural,105.63
99.58,1435,73.9,19,Urban,374.97
29,2526,33.1,39,Urban,21.71
46.49,1920.9,45.6,31.3,Urban,76.41
54.42,771.6,78.3,30.8,Urban,294.65
33.02,1431.9,69.6,43.9,Urban,85.35
6.45,1106.7,26.5,33.2,Highway,31.01
25.91,1793.7,50.5,39.9,Rural,71.46
31.78,2608.4,63.8,30.4,Urban,53.92
47.14,1590.7,61.9,22.5,Urban,134.04
21.25,1583.4,65.7,35.8,Highway,100.01
87.96,2763.4,47.4,42.7,Urban,59.76
71.97,1940.5,30.6,40.2,Highway,131.31
13.09,1915.5,,21,Urban,27.76
66.76,1154.8,58.9,24.5,Rural,300.27
67.1,2019.3,56.5,30.5,Highway,215.91
95.84,1939.8,24.2,32.1,Urban,83.89
5.29,1492.1,23.9,20.8,Highway,6.81
28.55,2976.7,77.9,21.9,Rural,52.01
93.14,2704.7,29.1,37.8,Rural,70.74
93.55,2374,37.7,36.9,Urban,95.53
73.46,1843.4,66.1,40.2,Urban,172.87
77.75,1655.1,44.6,43,Urban,122.88
13.69,962.2,30.9,24.2,Urban,33.58
53.82,1264.3,48,40.8,Urban,100.59
27,2434.9,54.1,35,Highway,60.08
22.22,1634.4,47.2,43.7,Urban,31.65
,2705.7,75.1,23.2,Urban,111.16
17.83,869.8,37.1,23.1,Urban,38.04
49.52,1770.9,59.7,36.1,Urban,112.77
94.16,2117.4,26.7,42.9,Urban,71.11
22.65,1792.1,43.5,,Highway,67.71
97.91,2723.1,64.5,36.8,Rural,142.51
99.46,2973.9,33.5,26.6,Highway,70.85
57.78,789.6,55.4,36.5,Urban,178
21.16,824.9,29.2,39,Rural,34.73
35.03,825.8,26.2,37.6,Urban,56.5
45.33,2202.9,51.4,35.3,Urban,74.08
34.39,1431.7,60.5,16.4,Urban,95.73
31.66,2333.3,26.8,34.8,Urban,31.65
97.36,1513.7,75.1,29.3,Highway,565.04
19.57,2069,33.5,43.8,Rural,29.38
74.67,2424.6,27.2,33.2,Highway,75.03
5.04,1870.5,32.2,33.2,Urban,-3.24
61.64,1848.8,30.2,44.8,Urban,53.98
92.01,720.6,25.4,17.8,Urban,149.89
32.35,1527,67.9,23.3,Rural,146.39
,1864.4,49.7,34.7,Urban,45.14
66.91,1655,43.3,24.5,Urban,130.06
72.7,2752,77,25.4,Urban,110.58
70.36,2766.3,42.3,41.8,Highway,92.57
35.34,2554.8,30,32.4,Highway,37.47
28.96,1438.2,36.4,18.1,Urban,51.53
95.81,2293.2,34.3,24.3,Highway,157.97
92.71,1488.2,,17.3,Highway,354.01
48.45,1081.5,37.5,31.7,Highway,183.3
85.39,1357.3,51,20.2,Rural,308.7
47.97,677.4,,40.7,Rural,227.03
45.32,1329.4,66.6,32.3,Urban,156.73
,1651.9,,16.8,Highway,97.22
45.51,2888.7,32.3,24,Highway,32.6
56.05,1283.5,27,33.5,Urban,63.67
7.14,2756.1,52.5,25.1,Rural,16.18
47.19,1072.1,31.9,30.4,Urban,95.4
79.23,977.4,25.1,42.3,Highway,180.36
69.6,1797.5,51.6,25.5,Urban,148.35
65.34,2181.3,39.6,25.1,Highway,157.26
91.41,610.8,65.4,39.6,Urban,371.61
6.71,1052.7,38.9,24.6,Urban,4.43
57.92,1639.2,78.7,,Urban,179.76
79.8,1327.5,65.5,20.4,Urban,267.86
56.43,2281.6,23.5,43.5,Rural,46.14
35.77,1777.9,50.5,43,Urban,60.89
17.94,900.9,53.8,21.7,Urban,80.58
89.32,2736.2,61.7,31.6,Highway,167.85
49.72,1232.3,49.9,19.1,Urban,122.63
